REPORT_RECEIVED_DATE	IYEAR	REPORT_NUMBER	SUPPLEMENTAL_NUMBER	REPORT_TYPE	OPERATOR_ID	NAME	OPERATOR_STREET_ADDRESS	OPERATOR_CITY_NAME	OPERATOR_STATE_ABBREVIATION	OPERATOR_POSTAL_CODE	LOCAL_DATETIME	TIME_ZONE	DAYLIGHT_SAVINGS_IND	LOCATION_LATITUDE	LOCATION_LONGITUDE	COMMODITY_RELEASED_TYPE	COMMODITY_SUBTYPE	COMMODITY_DETAILS	UNINTENTIONAL_RELEASE_BBLS	INTENTIONAL_RELEASE_BBLS	RECOVERED_BBLS	FATALITY_IND	NUM_EMP_FATALITIES	NUM_CONTR_FATALITIES	NUM_ER_FATALITIES	NUM_WORKER_FATALITIES	NUM_GP_FATALITIES	FATAL	INJURY_IND	NUM_EMP_INJURIES	NUM_CONTR_INJURIES	NUM_ER_INJURIES	NUM_WORKER_INJURIES	NUM_GP_INJURIES	INJURE	ACCIDENT_IDENTIFIER	ACCIDENT_DETAILS	OPERATOR_TYPE	INCIDENT_IDENTIFIED_DATETIME	ON_OFF_SHORE	COMMUNICATION_STATE_FED_IND	PARTY_INITIATED_COMMUNICATION	INITIAL_RESPONDER_COM_DATETIME	ON_SITE_DATETIME	NRC_RPT_DATETIME	NRC_RPT_NUM	ADDITIONAL_NRC_REPORT_NUMBERS	IGNITE_IND	IGNITE_DATETIME	HOW_EXTINGUISHED	HOW_EXTINGUISHED_OTHER_DETAIL	PRODUCT_CONSUMED_BY_FIRE_BBLS	EXPLODE_IND	OIL_SPILL_RESP_PLAN_IND	OSRO_MOBILIZED_IND	OSRO_OPERATOR_NOTIFIED_DT	OSRO_ARRIVED_ON_SITE_DT	NUM_PUB_EVACUATED	ONSHORE_STATE_ABBREVIATION	ONSHORE_CITY_NAME	ONSHORE_COUNTY_NAME	FEDERAL	LOCATION_TYPE	CROSSING	BRIDGE_CROSSING_IND	BRIDGE_TYPE	RAILROAD_CROSSING_IND	RAILROAD_TYPE	ROAD_CROSSING_IND	ROAD_TYPE	WATER_CROSSING_IND	WATER_TYPE	WATER_NAME	WATER_DEPTH	WATER_SUBTYPE	YEAR_RECENT_ENG_EVALUATION	OFF_ACCIDENT_ORIGIN	OFFSHORE_STATE_ABBREVIATION	OFF_INSTATE_AREA	OFF_INSTATE_BLOCK	OFFSHORE_COUNTY_NAME	OCS_TYPE	OFF_OCS_AREA	OFF_OCS_BLOCK	ITEM_INVOLVED	PIPE_TYPE	JOINT_SUBTYPE	ITEM_INVOLVED_DETAILS	PIPE_DIAMETER	MATERIAL_INVOLVED	MATERIAL_DETAILS	PERCENT_PIPE_SMYS	CLASSIFICATION_PIPELINE_SYSTEM	WILDLIFE_IMPACT_IND	FISH_AQUATIC_IMPACT_IND	BIRDS_IMPACT_IND	TERRESTRIAL_IMPACT_IND	SOIL_CONTAMINATION	LONG_TERM_ASSESSMENT	REMEDIATION_IND	SURFACE_WATER_REMED_IND	GROUNDWATER_REMED_IND	SOIL_REMED_IND	VEGETATION_REMED_IND	WILDLIFE_REMED_IND	WATER_CONTAM_IND	OCEAN_SEAWATER_IND	SURFACE_CONTAM_IND	GROUNDWATER_CONTAM_IND	DRINKING_WATER_CONTAM_IND	PRIVATE_WELL_CONTAM_IND	PUBLIC_WATER_CONTAM_IND	AMOUNT_RELEASED_BBLS	REL_WATER_NAME	EST_COST_OPER_PAID	EST_COST_GAS_RELEASED	EST_COST_PROP_DAMAGE	EST_COST_EMERGENCY	EST_COST_ENVIRONMENTAL	EST_COST_OTHER	EST_COST_OTHER_DETAILS	PRPTY	NUM_PERSONS_HOSP_NOT_OVNGHT	NUM_INJURED_TREATED_BY_EMT	NUM_RESIDENT_BUILDING_AFFCTD	NUM_BUSINESS_BUILDING_AFFCTD	CAUSE	CAUSE_DETAILS	PREPARER_NAME	PREPARER_TITLE	PREPARER_EMAIL	PREPARER_TELEPHONE	PREPARER_FAX	LOCAL_CONTACT_NAME	LOCAL_CONTACT_EMAIL	LOCAL_CONTACT_TELEPHONE	NARRATIVE
1/24/2022	2021	20220002	36270	ORIGINAL FINAL	32099	ENERGY TRANSFER COMPANY	1300 MAIN STREET 	HOUSTON	TX	77002	12/27/2021 13:30	CENTRAL	NO	32.2431	-101.911	CRUDE OIL			55		55	NO						0	NO						0	NOTIFICATION FROM PUBLIC			12/27/2021 13:30	ONSHORE	NO			12/27/2021 15:30		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	TARZAN	MARTIN	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			3/8 INCH STAINLESS STEEL TUBING		MATERIAL OTHER THAN CARBON STEEL	STAINLESS STEEL		REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	4156	5000	18500	12500	0		40156	0	0	0	0	EQUIPMENT FAILURE	OTHER EQUIPMENT FAILURE	CHRISTOPHER PALAFOX	SPECIALIST REGULATORY COMPLIANCE	christopher.palafox@energytransfer.com	713-989-5207		CHRISTOPHER PALAFOX	christopher.palafox@energytransfer.com	713-989-5207	"ON DECEMBER 27, 2021 AT APPROXIMATELY 13:30, A CRUDE OIL LEAK OCCURRED AT THE SALE RANCH STATION, A NON-REGULATED  GATHERING PUMP STATION LOCATED ON FM 829, APPROXIMATELY 10 MILES NORTHWEST OF STANTON, TX.    OUR CONTROL CENTER RECEIVED A CALL FROM A PASSERBY AND CONTACTED OPERATIONS. AT 13:30 OPERATIONS ARRIVED ON SCENE,  CONFIRMED THE LEAK ON A PRV, ISOLATED AND SECURED THE LEAK.  A THIRD PARTY COMPANY WAS CALLED TO CLEANUP ALL FREE PRODUCT AND REMEDIATE THE SOIL.    IT WAS DISCOVERED THAT A 3/8 INCH STAINLESS STEEL TUBING SEPARATED FROM THE PRV ON A PUMP.  THE CAUSE OF THE FAILURE WAS EXCESSIVE VIBRATION FROM INADEQUATE DAMPENING WITH DAMPENER SIZE.    TO PREVENT THIS FROM OCCURRING AT THIS STATION IN THE FUTURE THE DAMPENER SIZE WAS CORRECTED TO MITIGATE VIBRATION AND VIBRATION STUDIES WILL VERIFY EFFECTIVENESS OR IF ADDITIONAL EFFORT IS NEEDED.    AT APPROXIMATELY 17:00 ON DECEMBER 27, 2021 THE SYSTEM WAS PUT BACK INTO SERVICE."
1/13/2022	2021	20220001	36239	ORIGINAL FINAL	31888	CENTURION PIPELINE L.P.	1300 MAIN STREET 	HOUSTON	TX	77002	12/16/2021 15:00	CENTRAL	NO	33.03545	-102.74886	CRUDE OIL			1		1	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	12/16/2021 15:00	ONSHORE	NO			12/16/2021 14:45		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	NOT WITHIN A MUNICIPALITY	YOAKUM	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			6	CARBON STEEL		1	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	72	2300	1200	0	0		3572	0	0	0	0	EXCAVATION DAMAGE	EXCAVATION DAMAGE BY THIRD PARTY	Y-VAN TY	PIPELINE COMPLIANCE PROGRAM ADVISOR	yvan_ty@centurionpl.com	346-803-2718					"ON DECEMBER 16, 2021, CENTURION PIPELINE L.P. (CPL) WAS NOTIFIED AT 14:29 BY BARR AIR PATROL THAT THERE WAS A POTENTIAL LEAK IN OUR BENNETT GATHERING SYSTEM'S RIGHT-OF-WAY (ROW). A CPL EMPLOYEE ARRIVED ON SITE AT 14:45 AND CONFIRMED THE LEAK ON CPL'S BENNET TRUNK C GATHERING PIPELINE AT 15:00. THE LEAK IS LOCATED APPROXIMATELY SIX (6) MILES FROM DENVER CITY IN YOAKUM COUNTY, TEXAS. ONE (1) BARRELS OF CRUDE OIL WERE RELEASED AND RECOVERED DURING THE REPAIR PROCESS. CPL REMEDIATED THE CONTAMINATED SOIL ON SITE. NO INJURIES, FATALITIES OR FIRES WERE ASSOCIATED WITH THIS INCIDENT.    CENTURION PIPELINE'S (CPL) DETAILED INVESTIGATION DETERMINED THAT A THIRD PARTY LINE STRIKE CAUSED THE LEAK ON THE BENNETT GATHERING TRUNK C 6"" PIPELINE. THE DAMAGE TO THE TOP (12 O'CLOCK POSITION) OF THE PIPE INCLUDES TWO DENTS WITH HOLES THAT RESULTED IN A ONE BARREL LEAK. ADDITIONAL DENTS NEAR THE TWO HOLES INCLUDE VISIBLE DEFLECTION OF THE PIPE, WHICH INDICATES THE PIPE WAS STRUCK. UPON EXAMINING THE INSIDE OF THE PIPE, CPL FOUND TACTILE EVIDENCE OF INDENTIONS WITH METAL LOSS FURTHER SUPPORTING A LINE STRIKE. WHILE REVIEWING HISTORICAL SATELLITE IMAGERY OF THE LEAK LOCATION, CPL IDENTIFIED A PREVIOUS EXCAVATION OF THE IMMEDIATE AREA SURROUNDING THE LEAK LOCATION VISIBLE IN IMAGERY DATED FEBRUARY 26, 2017. CPL FINDS NO RECORD OF EXCAVATION NOTIFICATIONS VIA ONE CALL, OR OTHERWISE, DURING THE TIME PERIOD LEADING UP TO THE EXCAVATION IDENTIFIED IN THE FEBRUARY 2017 SATELLITE IMAGERY. FURTHERMORE, A THIRD PARTY PIPELINE EXISTS BETWEEN THE CPL BENNETT GATHERING TRUNK C AND THE PARALLEL CPL BENNETT GATHERING TRUNK A. CPL DETERMINED PRIOR EXCAVATION BY AN UNKNOWN THIRD PARTY CAUSED THE LEAK ON THE BENNETT GATHERING TRUNK C 6"" PIPELINE."
4/22/2022	2021	20220029	36613	SUPPLEMENTAL FINAL	22465	TARGA PIPELINE MID-CONTINENT WESTTEX LLC	"811 LOUISIANA STREET, SUITE 2100 "	HOUSTON	TX	77002	12/15/2021 8:00	CENTRAL	YES	32.543804	-101.420803	CRUDE OIL			26		25	NO						0	NO						0	OTHER	WELL PRODUCER EMPLOYEE		12/15/2021 8:00	ONSHORE	NO			12/15/2021 8:00		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	Not Within a Municipality	BORDEN	NO	PIPELINE RIGHT-OF-WAY	NO																					OTHER			PIPELINE PUMP		MATERIAL OTHER THAN CARBON STEEL	CERAMIC		REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									1000	150	1800	1000	13000	0		16950	0	0	0	0	EQUIPMENT FAILURE	PUMP OR PUMP-RELATED EQUIPMENT	JORDAN NORTH	SPECIALIST PIPELINE COMPLIANCE	jnorth@targaresources.com	432-221-6822		JORDAN NORTH	jnorth@targaresources.com	432-221-6822	EMPLOYEE DISCOVERED LEAK ON LACT PUMPING UNIT AROUND 8 AM. LEAK WAS FOUND TO BE COMING FROM A WORN OUT PUMP SEAL DUE TO NORMAL USE. EMPLOYEES SHUT MANUAL BLOCK VALVES ON EACH SIDE OF THE PUMPING UNIT TO CONTAIN LEAK. AFTER LEAK WAS CONTAINED EMPLOYEES BEGAN PROCESS OF ASSESSING LEAK & BEGINNING CLEANUP/REMEDIATION PROCESS.
12/21/2021	2021	20210078	36165	ORIGINAL FINAL	30829	ENTERPRISE CRUDE PIPELINE LLC	1100 LOUISIANA STREET 	HOUSTON	TX	77002	11/30/2021 12:30	CENTRAL	NO	31.5961	-102.1977	CRUDE OIL			65		65	NO						0	NO						0	NOTIFICATION FROM PUBLIC			11/30/2021 12:30	ONSHORE	NO			11/30/2021 12:35		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	N/A	UPTON	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			6	CARBON STEEL		0.01	REPORTING-REGULATED GATHERING	NO				NO	NO	NO						NO									5000	4550	5000	25000	0	0		39550	0	0	0	0	CORROSION FAILURE	INTERNAL CORROSION	YAROSLAV BIL	PIPELINE COMPLIANCE ENGINEER	ybil@eprod.com	7133815650		YAROSLAV BIL	ybil@eprod.com	7133815650	"ON 11/30/2021 AT 12:30 AM, ENTERPRISE RECEIVED A NOTIFICATION FROM A THIRD PARTY OF STAINED SOIL ON THE ROW. THE PIPE WAS EXCAVATED AND A PINHOLE WAS FOUND. VISUAL EXAMINATION DETERMINED THE CAUSE WAS ATTRIBUTED TO INTERNAL CORROSION. A CLAMP WAS INSTALLED TO REPAIR THE LEAK."
12/16/2021	2021	20210076	36221	SUPPLEMENTAL FINAL	31888	CENTURION PIPELINE L.P.	1300 MAIN STREET 	HOUSTON	TX	77002	11/28/2021 8:10	CENTRAL	NO	32.688841	-102.647762	CRUDE OIL			5		5	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	11/28/2021 8:10	ONSHORE	NO			11/28/2021 8:10		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	SEMINOLE	GAINES	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					PIPE	PIPE BODY			6	CARBON STEEL		7.6	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	350	15000	0	10000	0		25350	0	0	0	0	CORROSION FAILURE	INTERNAL CORROSION	Y-VAN TY	PIPELINE COMPLIANCE PROGRAM ADVISOR	yvan_ty@centurionpl.com	346-803-2718					"ON NOVEMBER 28, 2021, A CENTURION PIPELINE L.P. (CPL) EMPLOYEE DISCOVERED A LEAK IN CPL'S SEMINOLE STATION LOCATED NEAR SEMINOLE IN GAINES COUNTY, TEXAS. THE CPL EMPLOYEE DETERMINED THE LEAK WAS ON THE 6'' BYPASS LINE FOR A METER SKID. THE METER SKID WAS ISOLATED AND THE BYPASS LINE WAS TEMPORARILY REMOVED WHILE WAITING FOR PERMANENT REPAIRS. FIVE (5) BARRELS OF CRUDE OIL WERE RELEASED AND RECOVERED DURING THE PROCESS. CPL REMEDIATED THE CONTAMINATED SOIL ON SITE. NO INJURIES, FATALITIES OR FIRES WERE ASSOCIATED WITH THIS INCIDENT. CPL'S INVESTIGATION IS STILL PENDING AND A SUPPLEMENTAL REPORT WILL FOLLOW UPON THE COMPLETION OF THE INVESTIGATION. THE SUPPLEMENTAL REPORT WILL INCLUDE THE ROOT CAUSE OF THE ACCIDENT AND ASSOCIATED P&M MEASURES.    SUPPLEMENTAL REPORT FILED ON JANUARY 11, 2022:  CPL'S DETAILED INVESTIGATION DETERMINED THAT UNDER-DEPOSIT CORROSION RESULTED IN A THROUGH-WALL INTERNAL CORROSION PIT IN THE 6 O'CLOCK POSITION OF THE WEST SEMINOLE TO SEMINOLE METER SKID 6"" BYPASS PIPING. THE CONTRIBUTING FACTORS INCLUDE: THE ABSENCE OF A VALVE TO ISOLATE THE BYPASS DURING NORMAL OPERATIONS, STAGNANT CONDITIONS, AND WATER AND SOLIDS DEPOSITS AT THE 6 O'CLOCK POSITION OF THE BYPASS. CPL OPERATIONS REPORTED THAT THE VALVE ON THE UPSTREAM SIDE OF THE 6"" BYPASS REMAINED CLOSED DURING NORMAL OPERATIONS AS IS REQUIRED TO MEASURE THE FLOW OF PRODUCT THROUGH THE CORIOLIS METER, AND NO VALVE EXISTS ON THE DOWNSTREAM SIDE OF THE BYPASS PIPING. THE ABSENCE OF A VALVE ON THE DOWNSTREAM SIDE OF THE METER SKID 6"" BYPASS PIPING PREVENTED ISOLATION OF THE BYPASS DURING NORMAL OPERATIONS. DUE TO THE ABSENCE OF A VALVE ON THE DOWNSTREAM SIDE OF THE METER SKID, THE BYPASS FILLED WITH CRUDE OIL AND STAGNANT CONDITIONS OCCURRED DURING OPERATION. STAGNANT CONDITIONS ALLOWED WATER AND SOLIDS TO DEPOSIT AT THE 6 O'CLOCK POSITION OF THE BYPASS, AND THE CORROSION RATE INCREASED UNDER THE SOLIDS DEPOSIT. THE PARAFFIN DEPOSITS PREVENTED THE CORROSION MITIGATION CHEMICALS FROM REACHING THE STEEL SURFACE, THEREBY PREVENTING THE NORMAL ACTION OF THE CHEMICALS. CPL DETERMINES THAT UNDER-DEPOSIT CORROSION RESULTED IN A THROUGH-WALL INTERNAL CORROSION PIT IN THE 6 O'CLOCK POSITION OF THE WEST SEMINOLE TO SEMINOLE METER SKID 6"" BYPASS PIPING. IT MUST BE CONCLUDED THAT THIS CORROSION ON THE STATION PIPING WAS NOT RELATED TO THE CHEMICAL TREATMENT OF THE CRUDE OIL OR TO ANY UNEXPECTED CORROSIVENESS OF THE CRUDE OIL. RECORDS SHOW THAT THE CRUDE OIL WAS UNIFORMLY TREATED WITH CORROSION CONTROL CHEMICALS AND BIOCIDES, BUT THE INCIDENT INSPECTION AND LAB ANALYSIS PROVED THAT THE CORROSION CONTROL CHEMICALS WERE PREVENTED FROM REACHING THE BIOFILM BY A LAYER OF WAXY PARAFFIN.    IN ORDER TO PREVENT RECURRENCE, CPL EVALUATED THE NON-REGULATED, GATHERING METER BYPASS PIPING AND DETERMINED THAT CURRENT OPERATIONS DID NOT SUPPORT A PERMANENT REPLACEMENT. CPL PERMANENTLY REMOVED THE METER BYPASS PIPING."
12/23/2021	2021	20210079	36175	ORIGINAL FINAL	31878	BRIDGER PIPELINE LLC	455 N. POPLAR ST. 	CASPER	WY	82602	11/23/2021 18:10	CENTRAL	NO	47.9122915	-102.2880335	CRUDE OIL			10		10	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		CONTRACTOR WORKING FOR THE OPERATOR	11/23/2021 18:10	ONSHORE	YES	OPERATOR	11/24/2021 14:20	11/23/2021 19:20		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	ND	PARSHALL	MOUNTRAIL	YES	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			VALVE ON LAUNCHER		CARBON STEEL		1.81	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	700	0	22000	0	5000	ESTIMATED DISPOSAL COSTS AT SECURE ENERGY SERVICES IN STANLEY	27700	0	0	0	0	INCORRECT OPERATION	"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE"	KEVIN PENA	PIPELINE COMPLIANCE COORDINATOR	kevin.pena@truecos.com	4069393133					"A CONTRACTOR EMPLOYEE FIRST OBSERVED THE RELEASE AT 6:10 PM ON NOVEMBER 23, 2021.  THAT EMPLOYEE ACCESSED THE WELL SITE AND SHUT OFF THE LACT, WHICH STOPPED THE FLOW OF OIL.  FOLLOWING HIS ACTIONS, BRIDGER WAS NOTIFIED OF THE SPILL AT 7PM, AND COMPANY PERSONNEL REACHED THE SITE AT 7:20 PM.  BRIDGER PERSONNEL IDENTIFIED THE SOURCE OF THE RELEASE AS A 1/2"" VALVE ON THE LAUNCHER, WHICH HAD BEEN LEFT OPEN BY A BRIDGER EMPLOYEE EARLIER IN THE DAY.  A VAC TRUCK WAS CALLED TO THE SITE TO REMOVE FREE STANDING OIL, AND COMPLETED RECOVERY OF FREE PRODUCT BY 11 PM ON THE NIGHT OF 11/23/21.  ADDITIONAL CLEANUP WAS COMPLETED DURING THE DAY ON 11/24/21, WHICH INCLUDED REMOVAL OF IMPACTED SOIL.      THE RELEASE DID NOT IMPACT SURFACE WATER, GROUND WATER, OR WILDLIFE.  CONTAMINATED SOILS WERE EXCAVATED AND REPLACED WITH CLEAN FILL DIRT. THOSE SOILS WILL BE DISPOSED OF IN ACCORDANCE WITH NORTH DAKOTA DEQ REQUIREMENTS.  ADDITIONALLY, THE RELEASE WAS REPORTED TO THE NORTH DAKOTA UNIFIED SPILL REPORTING SYSTEM, PER NORTH DAKOTA REQUIREMENTS."
12/16/2021	2021	20210075	36141	ORIGINAL FINAL	31888	CENTURION PIPELINE L.P.	1300 MAIN STREET 	HOUSTON	TX	77002	11/22/2021 13:15	CENTRAL	NO	31.791823	-102.41719	CRUDE OIL			0.24		0.24	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	11/22/2021 13:15	ONSHORE	NO			11/22/2021 13:15		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	ODESSA	ECTOR	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			4	CARBON STEEL		1	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	19	8969	1550	0	0		10538	0	0	0	0	CORROSION FAILURE	EXTERNAL CORROSION	Y-VAN TY	PIPELINE COMPLIANCE PROGRAM ADVISOR	yvan_ty@centurionpl.com	346-803-2718					"ON NOVEMBER 22, 2021, AT 13:15 CST, CENTURION PIPELINE LP (CPL) DISCOVERED A 10 GALLON LEAK ON THE WILLIAM CODY PAUL MOSS UNIT 4"" GATHERING PIPELINE NEAR ODESSA, TEXAS. UPON CONDUCTING A FIELD EXAMINATION, CPL ASSET INTEGRITY IDENTIFIED A THROUGH-WALL CORROSION PIT IN THE 12 O'CLOCK POSITION THAT RESULTED IN A LEAK. CPL DETERMINED THE CAUSE OF THE LEAK TO BE EXTERNAL CORROSION RESULTING FROM COATING FAILURE. UPON EXCAVATION, CPL DISCOVERED THAT THE EXTERNAL CORROSION DAMAGE EXTENDED BEYOND THE IMMEDIATE LEAK LOCATION AND REPLACED THE DAMAGED SECTION WITH 120 FEET OF PIPE COATED WITH FUSION BONDED EPOXY (FBE) ON DECEMBER 1, 2021."
12/20/2021	2021	20210077	36153	ORIGINAL FINAL	30829	ENTERPRISE CRUDE PIPELINE LLC	1100 LOUISIANA STREET 	HOUSTON	TX	77002	11/21/2021 14:35	CENTRAL	NO	31.6538	-102.3391	CRUDE OIL			2		2	NO						0	NO						0	NOTIFICATION FROM PUBLIC			11/21/2021 14:35	ONSHORE	NO			11/21/2021 15:20		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	ODESSA	ECTOR	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			VALVE		CARBON STEEL		0.01	REPORTING-REGULATED GATHERING	NO				NO	NO	NO						NO									0	130	1200	3600	0	0		4930	0	0	0	0	EQUIPMENT FAILURE	"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL"	YAROSLAV BIL	PIPELINE COMPLIANCE ENGINEER	ybil@eprod.com	7133815650		YAROSLAV BIL	ybil@eprod.com	7133815650	"ON 11/21/2021 AT 14:35, ENTERPRISE RECEIVED A NOTIFICATION FROM PUBLIC OF STAINED SOIL ON THE LINE C92F SYSTEM AT THE SOUTH LAUNCH SITE. UPON ARRIVING TECHNICIAN LOCATED AN 8 INCH VALVE LEAKING FROM THE BONNET OF THE VALVE. THE VALVE WAS REPLACED."
12/31/2021	2021	20210080	38999	SUPPLEMENTAL FINAL	15851	"DELEK MARKETING AND SUPPLY, LP"	12700 PARK CENTRAL DRIVE SUITE 700	DALLAS	TX	75251	11/20/2021 20:15	CENTRAL	NO	32.16895	-101.74751	CRUDE OIL			50		50	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	11/20/2021 20:15	ONSHORE	YES	OPERATOR	11/20/2021 20:33	11/20/2021 23:00	11/20/2021 21:00	1322598		NO						YES	YES	11/20/2021 20:40	11/20/2021 23:00	0	TX	STANTON	MARTIN	NO	"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY"	NO																					OTHER			TUBING AND FITTINGS		MATERIAL OTHER THAN CARBON STEEL	SS		REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	0	20000	50000	30000	0		100000	0	0	0	0	EQUIPMENT FAILURE	NON-THREADED CONNECTION FAILURE	MICHAEL ROBERT SANDERS	DIRECTOR ROW MANAGEMENT AND REG COMPLIANCE	michael.sanders@deleklogistics.com	6306498016		MICHAEL ROBERT SANDERS	michael.sanders@deleklogistics.com	6306498016	"THE STANTON STATION INJECTION PUMPS RECEIVE CRUDE OIL FROM A PRODUCER'S LACT AND BOOST THE PRESSURE TO ALLOW INJECTION INTO THE GATHERING SYSTEM.  ONE OF THE LACT UNITS SHUT DOWN ON LOW FLOW.  WHILE INJECTING INTO THE SYSTEM, A PARAFFIN PLUG BROKE LOOSE AND BECAME LODGED IN THE PRESSURE CONTROL VALVE BLOCKING IN ONE OF THE INJECTION PUMPS, AND ITS RELIEF VALVE.  THE PRESSURE ON THE PUMP DISCHARGE PIPING RAPIDLY SPIKED RESULTING IN A FAILURE OF THE TUBING FITTINGS ON THE DISCHARGE LINE TO WHICH THE PRESSURE PROTECTION INSTRUMENTATION WAS FIXED.  A FAILURE OF A PANEL RELAY RESULTED IN THE INABILITY TO SHUTDOWN THE UNIT FROM THE CONTROL CENTER.  A TECHNICIAN WAS CALLED TO SITE AND THE UNIT LOCALLY SHUT DOWN.  OSRO RESOURCES WERE DISPATCHED TO SITE."
12/6/2021	2021	20210073	37198	SUPPLEMENTAL FINAL	39401	GREAT SALT PLAINS PIPELINE LLC	"8301 E 21ST ST, SUITE 370 "	WICHITA	KS	67206	11/4/2021 17:48	CENTRAL	YES	36.038661	-98.166401	CRUDE OIL			100		90	NO						0	NO						0	NOTIFICATION FROM PUBLIC			11/4/2021 17:48	ONSHORE	YES	OPERATOR	11/4/2021 19:30	11/4/2021 18:30	11/4/2021 19:30	1321146		NO						YES	NO			0	OK	LOYAL	KINGFISHER	NO	"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY"	NO																					PIPE	PIPE BODY			6	CARBON STEEL		34	REPORTING-REGULATED GATHERING	YES	YES			YES	NO	YES	YES	YES	YES	YES		YES		YES	YES				100	SMALL RAIN WATER STREAM	0	1000	24000	0	175000	0		200000	0	0	0	0	CORROSION FAILURE	INTERNAL CORROSION	ADAM COWART	MANAGER OF EHS	acowart@mvpipelines.com	6208860082		ADAM COWART	acowart@mvpipelines.com	6208860082	"AT 17:48 GSPM RECEIVED A CALL FROM THE PUBLIC STATING HE IS SEEING OIL COMING OUT OF THE GROUND.  GSPM OPERATIONS REPORTED TO THE AREA IMMEDIATELY AND IDENTIFIED THE LEAK. EFFORTS TO CONTAIN THE SPILL WERE COMPLETED AROUND 1 AM ON 11/5/2021 AND CLEAN UP STARTED THE FOLLOWING MORNING. REGULATORY AGENCIES WERE NOTIFIED.  ESTIMATED 100 BARRELS RELEASED, 90 BARRELS RECOVERED.  CAUSE - INTERNAL CORROSION DUE TO MICROBIOLOGICAL CORROSION WHICH RESULTED IN PINHOLE LEAK."
