REPORT_NUMBER,INTERNAL_EXTERNAL,VISUAL_EXAM_RESULTS,GALVANIC_CORROSION_IND,ATMOSPHERE_CORROSION_IND,STRAY_CURRENT_CORROSION_IND,MICROBIOLOGICAL_CORROSION_IND,SELECTIVE_SEAM_CORROSION_IND,OTHER_CORROSION_IND,CORROSION_TYPE_DETAILS,UNDERGROUND_LOCATION,UNDER_CATHODIC_PROTECTION_IND,CATHODIC_SURVEY_TYPE,CP_ANNUAL_SURVEY_IND,CLOSE_INTERVAL_SURVEY_IND,EXTERNALLY_COATED,PRIOR_DAMAGE,CORROSION_LOCATION_DETAILS,CORROSION_INHIBITORS,CORROSION_LINING,CORROSION_COUPONS,EARTH_SUBTYPE,HEAVY_RAINS_SUBTYPE,LIGHTNING_SUBTYPE,TEMPERATURE_SUBTYPE,ROOT_CAUSE_CATEGORY,ROOT_CAUSE_TYPE,OUTSIDE_FORCE_TYPE,OPERATION_TYPE,CATEGORY_TYPE,OPERATOR_QUALIFICATION_IND
20110115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110113,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",NORMAL OPERATING CONDITIONS,YES
20110110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110111,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,,
20110089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110077,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",CONSTRUCTION,YES
20110104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110092,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",,
20110149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110097,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",,
20110093,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPELINE OR EQUIPMENT OVERPRESSURED,,
20120057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110059,EXTERNAL CORROSION,GENERAL CORROSION,,,,,YES,YES,CORROSION OF THE OUTSIDE SURFACE OF THE PIPE SURROUNDING THE RUPTURE AND SELECTIVE CORROSION ALONG THE LONGITUDINAL WELD.,YES,YES,YES,YES,,,YES,,,,,,,,,,,,,,
20110181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110099,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20110054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110086,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20110060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110079,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",,
20110085,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,,,,,YES,YES,YES,YES,,,NO,,,,,,,,,,,,,,
20110047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110082,,,,,,,,,,,,,,,,,,,,,,,,,,,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",,,
20110080,INTERNAL CORROSION,,,,,,,,,,,,,,,,TANK FLOOR,NO,YES,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20110049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110051,,,,,,,,,,,,,,,,,,,,,,,,FROZEN COMPONENTS,,,,,,
20110066,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110081,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",COMMISSIONING,NO
20110040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110074,,,,,,,,,,,,,,,,,,,,,,,SECONDARY IMPACT SUCH AS RESULTING NEARBY FIRES,,,,,,,
20110065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110052,,,,,,,,,,,,,,,,,,,,,,,,,,,ELECTRICAL ARCING FROM OTHER EQUIPMENT OR FACILITY,,,
20110217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110050,,,,,,,,,,,,,,,,,,,,,,,,,MISCELLANEOUS ROOT CAUSES,ROOT CAUSE NOT LISTED (COMMENT REQUIRED),,,,
20110057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110045,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,YES,,,,,,,,,,
20110058,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,NORMAL OPERATING CONDITIONS,NO
20110034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110041,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110042,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",,
20110048,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110028,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPELINE OR EQUIPMENT OVERPRESSURED,NORMAL OPERATING CONDITIONS,YES
20110038,INTERNAL CORROSION,,,,,,,,,,,,,,,,9:00 O'CLOCK ORIENTATION,YES,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20110072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110035,EXTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110024,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPELINE OR EQUIPMENT OVERPRESSURED,,
20110027,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,,,,,YES,YES,YES,YES,,,NO,,,,,,,,,,,,,,
20110025,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20110020,EXTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110016,EXTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110018,INTERNAL CORROSION,,,,,,,,,,,,,,,,TANK SUMP FLOOR,NO,YES,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20110069,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20110015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,ROUTINE MAINTENANCE,YES
20100302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110014,,,,,,,,,,,,,,,,,,,,,,,,,,,ELECTRICAL ARCING FROM OTHER EQUIPMENT OR FACILITY,,,
20110013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110008,,,,,,,,,,,,,,,,,,,,,,,,,EXCAVATION ISSUE,IMPROPER BACKFILLING PRACTICES,,,,
20110012,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,
20100291,,,,,,,,,,,,,,,,,,,,,,,,,NOTIFICATION ISSUE,NO NOTIFICATION MADE TO THE ONE-CALL CENTER/811,,,,
20100292,,,,,,,,,,,,,,,,,,,,,,,,,LOCATING ISSUE,FACILITY MARKED INACCURATELY DUE TO LOCATOR ERROR,,,,
20110009,EXTERNAL CORROSION,OTHER,,,,,,YES,OXIDATION,NO,,,,,NO,NO,,,,,,,,,,,,,,
20100298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110266,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,,,,,YES,YES,YES,YES,,,NO,,,,,,,,,,,,,,
20110004,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20110002,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",,
20100303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110068,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NO,,,,,,,,,,
20100316,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,YES,,,,,,,,,,
20100283,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100315,,,,,,,,,,,,,,,,,,,,,,,,,,,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",,,
20100317,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,ROUTINE MAINTENANCE,NO
20100271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100309,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100301,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",,
20100294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100289,EXTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100287,EXTERNAL CORROSION,LOCALIZED PITTING,,,,,,YES,EXTERNAL CORROSION AND CORROSION FATIGUE CRACKS INITIATED SOME DEEPER LONGITUDINAL CORROSION FEATURES.,YES,YES,YES,YES,,,NO,,,,,,,,,,,,,,
20110094,,,,,,,,,,,,,,,,,,,,,,,,,MISCELLANEOUS ROOT CAUSES,ROOT CAUSE NOT LISTED (COMMENT REQUIRED),,,,
20100248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100282,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",ROUTINE MAINTENANCE,YES
20100299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100285,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",,
20100290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100258,,,,,,,,,,,,,,,,,,,,,,,,,NOTIFICATION ISSUE,NO NOTIFICATION MADE TO THE ONE-CALL CENTER/811,,,,
20100293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100288,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,NO,,,,,,,,,,
20100276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100278,EXTERNAL CORROSION,GENERAL CORROSION,,YES,,,,,,NO,,,,,YES,YES,,,,,,,,,,,,,,
20100245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100305,EXTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100246,EXTERNAL CORROSION,LOCALIZED PITTING,,,,YES,,,,YES,YES,YES,YES,,,YES,,,,,,,,,,,,,,
20100250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100241,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,DECOMMISSIONING,YES
20110073,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",,
20100240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100239,EXTERNAL CORROSION,LOCALIZED PITTING,,,YES,,,,,YES,NO,NO,,,,NO,,,,,,,,,,,,,,
20100238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100236,,,,,,,,,,,,,,,,,,,,,,,,,EXCAVATION ISSUE,IMPROPER EXCAVATION PRACTICE NOT LISTED ABOVE,,,,
20100235,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",,
20100229,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",,
20100230,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",,
20100232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100224,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPELINE OR EQUIPMENT OVERPRESSURED,DECOMMISSIONING,NO
20110070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100226,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,,,,,YES,YES,YES,YES,,,NO,,,,,,,,,,,,,,
20100223,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,,
20100221,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER OUTSIDE FORCE DAMAGE,,,
20100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100218,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPELINE OR EQUIPMENT OVERPRESSURED,NORMAL OPERATING CONDITIONS,YES
20100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIPELINE OR EQUIPMENT OVERPRESSURED,NORMAL OPERATING CONDITIONS,YES
20100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER INCORRECT OPERATION ,ROUTINE MAINTENANCE,YES
20100265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",CONSTRUCTION,YES
20100212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100205,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,YES,,,,,,,,,,
20100264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100209,,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT NOT INSTALLED PROPERLY,DECOMMISSIONING,NO
20100210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100207,,,,,,,,,,,,,,,,,,,,,,,,,MISCELLANEOUS ROOT CAUSES,ROOT CAUSE NOT LISTED (COMMENT REQUIRED),,,,
20100206,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100188,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20100190,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100202,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",NORMAL OPERATING CONDITIONS,YES
20100263,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100197,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20100201,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,,,,,YES,YES,YES,,YES,,NO,,,,,,,,,,,,,,
20100199,EXTERNAL CORROSION,LOCALIZED PITTING,,YES,,,,,,YES,YES,YES,YES,,,YES,,,,,,,,,,,,,,
20100195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100183,,,,,,,,,,,,,,,,,,,,,,,,,NOTIFICATION ISSUE,NO NOTIFICATION MADE TO THE ONE-CALL CENTER/811,,,,
20100242,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100189,,,,,,,,,,,,,,,,,,,,,,,SECONDARY IMPACT SUCH AS RESULTING NEARBY FIRES,,,,,,,
20100175,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100186,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,NO,,,,,,,,,,
20100185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100180,INTERNAL CORROSION,,,,,,,,,,,,,,,,,YES,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20100171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100154,,,,,,,,,,,,,,,,,,,,,,,,THERMAL STRESS,,,,,,
20100153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100170,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20100152,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",,
20100176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100174,INTERNAL CORROSION,,,,,,,,,,,,,,,,,NO,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20100161,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,,,,,YES,YES,NO,,,,YES,,,,,,,,,,,,,,
20100165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120331,INTERNAL CORROSION,,,,,,,,,,,,,,,,AT THE 6 O'CLOCK POSITION.,NO,NO,NO,,,,,,,,,,
20100163,,,,,,,,,,,,,,,,,,,,,,,,,NOTIFICATION ISSUE,NO NOTIFICATION MADE TO THE ONE-CALL CENTER/811,,,,
20100160,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100158,EXTERNAL CORROSION,LOCALIZED PITTING,YES,,,,,,,YES,YES,YES,YES,,,YES,,,,,,,,,,,,,,
20100157,INTERNAL CORROSION,,,,,,,,,,,,,,,,2 3/8 INCH OD STATION REFILL LINES INTO A PUMP STATION.,YES,NO,NOT APPLICABLE - NOT MAINLINE PIPE,,,,,,,,,,
20100155,INTERNAL CORROSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100147,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",NORMAL OPERATING CONDITIONS,YES
20100243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100146,,,,,,,,,,,,,,,,,,,,,,,,,,,ELECTRICAL ARCING FROM OTHER EQUIPMENT OR FACILITY,,,
