case_idx,data_sourc,case_lat,case_lon,case_date,COMMODITY_,INTENTIONA,UNINTENTIO,FATAL,INJURE,ON_OFF_SHO,IGNITE_IND,EXPLODE_IN,NUM_PUB_EV,FEDERAL,LOCATION_T,CROSSING,ITEM_INVOL,MATERIAL_I,EST_COST_O,EST_COST_G,EST_COST_P,EST_COST_E,EST_COST_1,EST_COST_2,CAUSE,CAUSE_DETA,NARRATIVE,SYSTEM_PAR,INCIDENT_A,PIPE_FACIL,INSTALLATI,RELEASE_TY,COULD_BE_H,MOP_PSIG,PIPELINE_F,SCADA_IN_P,INVESTIGAT,EMPLOYEE_D,CONTRACTOR,zone,TAVG_x,accident_p,station_id,YYYY-mm_x,YYYY-mm_prev,TAVG_y,YYYY-mm_y,TAVG
4133,hazardous_liquid,38.061436,-122.134392,2014/06/25,CRUDE OIL,,22.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,PIPE,CARBON STEEL,0.0,1000.0,0.0,0.0,50000.0,0.0,CORROSION FAILURE,INTERNAL CORROSION,"ON JUNE 25, 2104 AT 0815 HOURS A VALERO WASTE WATER TECHNICIAN OBSERVED A POTENTIAL CRUDE OIL RELEASE IN THE VALERO CRUDE OIL TANK FARM.  VALERO BENICIA REFINERY OPERATIONS PERSONNEL WERE IMMEDIATELY SUMMONED TO THE SITE. VALERO INCIDENT COMMAND SYSTEM W",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,ABOVEGROUND,INTRASTATE,1969,LEAK,1.0,270.0,< 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Dry,,12.962962962962962,GHCND:USW00023254,2014-06,2014-05,21.37,2014-05,19.55
4138,hazardous_liquid,38.045747,-122.244843,2014/06/21,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,37.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,OTHER,CARBON STEEL,0.0,18500.0,3500.0,5000.0,25000.0,0.0,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,"ON 6/21/14, OPERATIONS INTITIATED RECEIPT OF A PIPELINE SHIPMENT FROM THE KINDER MORGAN RICHMOND LINE AND EXPERIENCED AN OVER PRESSURE SITUATION DUE TO IMPROPER VALVE ALIGNMENT TO RECEIVING BREAKOUT TANK. SUBSEQUENT AVO DISCOVERED LEAKS IN FOUR LOCATIONS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,ABOVEGROUND,INTRASTATE,2004,LEAK,1.0,285.0,=< 20% SMYS REGULATED GATHERING,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",1.0,0.0,Hot-Dry,,187.719298245614,GHCND:USR0000CBRI,2014-06,2014-05,19.32,2014-05,17.49
4147,hazardous_liquid,26.650465,-98.460842,2014/06/11,CRUDE OIL,,25.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,PUMP,CARBON STEEL,0.0,2500.0,0.0,194815.0,0.0,0.0,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,"KPL OPERATING PERSONNEL STARTED THE PROCESS TO REPLACE A POSITIVE DISPLACEMENT PUMP AT THE SUNFIELD STATION WITH A REBUILT PUMP ON 06/10/2014. ON 06/11/2014, KPL OPERATING PERSONNEL COMPLETED THE INSTALLATION OF THE REBUILT PUMP. AT APPROXIMATELY 09:12AM",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTRASTATE,2014,LEAK,0.0,930.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,64.51612903225806,GHCND:USC00417981,2014-06,2014-05,29.96,,
4150,hazardous_liquid,37.7766173,-87.07365699999998,2014/06/05,CRUDE OIL,,7.1,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,RELIEF LINE AND RELIEF EQUIPMENT,CARBON STEEL,0.0,710.0,1500.0,0.0,0.0,0.0,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,"PIPE HAD BEEN CUT FOR PROJECT WORK TO WELD IN A 20"" T.  SEVERE THUNDERSTORMS ROLLED INTO THE AREA AND WORK WAS STOPPED FOR SAFETY REASONS.  RECEIVED OVER 2"" OF RAIN AND THE RUNOFF FILLED THE EXCAVATION AND MIGRATED INTO THE PIPE, WHEN THE WATER WAS BEING",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,UNDERGROUND,INTERSTATE,2011,OTHER,1.0,275.0,> 20% SMYS REGULATED TRANSMISSION,0.0,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE ACCIDENT",0.0,0.0,Mixed-Humid,,0.0,GHCND:USC00120852,2014-06,2014-05,24.55,2014-05,19.95
4151,hazardous_liquid,37.7766173,-87.07365699999998,2014/06/04,CRUDE OIL,,0.0,0,0,ONSHORE,1,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,PIPE,CARBON STEEL,0.0,0.0,0.0,0.0,0.0,0.0,INCORRECT OPERATION,OTHER INCORRECT OPERATION,"A FLASH FIRE OCCURRED WHILE WELDING IN A TEE.  TWO POSSIBLE CAUSES WERE IDENTIFIED THROUGH INVESTIGATION, BUT NEITHER CAN BE RULED OUT.  #1: POSSIBLE MUD PLUG FAILURE, PROVIDING A VAPOR FUSE, WITH POSSIBLE IGNITION FROM THE WELDING ARC. CONTINUOUS MONITO",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,UNDERGROUND,INTERSTATE,2011,OTHER,1.0,275.0,> 20% SMYS REGULATED TRANSMISSION,0.0,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE ACCIDENT",1.0,1.0,Mixed-Humid,,0.0,GHCND:USC00120852,2014-06,2014-05,24.55,2014-05,19.95
4154,hazardous_liquid,30.01177,-90.857704,2014/05/28,CRUDE OIL,,84.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,TANK/VESSEL,CARBON STEEL,0.0,400.0,41000.0,166000.0,0.0,0.0,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,"THE ROOF DRAIN WAS CLOSED PER PROCEDURE WHEN THE RAIN STARTED AT APPROXIMATELY 1-1:30AM.  AT 4:30AM, THE ROOF DRAIN WAS OPENED BUT THERE WAS ALREADY A LARGE AMOUNT OF WATER ON THE ROOF DUE TO RECORD RAINFALL.  ULTIMATELY THE ROOF DRAIN COULD NOT CATCH UP","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES",INTERSTATE,1974,LEAK,1.0,0.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",0.0,0.0,Hot-Humid,,,GHCND:USW00012916,2014-05,2014-04,23.92,2014-04,20.41
4157,hazardous_liquid,30.0058083,-90.8609222,2014/05/28,CRUDE OIL,,2.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,SUMP,CARBON STEEL,0.0,0.0,0.0,5000.0,0.0,0.0,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NATURAL FORCE DAMAGE DUE TO HEAVY RAINFALL EVENT.  POWER FAILURE FROM THE WEATHER EVENT EFFECTED THE WHOLE PUMP STATION.,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,,OVERFILL OR OVERFLOW,1.0,0.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,,GHCND:USW00012916,2014-05,2014-04,23.92,2014-04,20.41
4159,hazardous_liquid,34.94194,-92.45555,2014/05/26,CRUDE OIL,,0.48,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,OTHER,CARBON STEEL,0.0,50.0,0.0,0.0,5000.0,0.0,INCORRECT OPERATION,OTHER INCORRECT OPERATION,OPERATOR'S CONTRACTOR REMOVED A 2 INCH TOR FROM AN IN-LINE PIPE SPOOL ALLOWING THE RELEASE OF CRUDE OIL.    5/19/15 UPDATE   CREW HAD JUST INSTALLED A 4 FOOT SPOOL PIECE WHILE REMOVING A TEMPORARY TRAP. IT WAS IDENTIFIED THAT THE DOWNSTREAM VALVE WAS LEA,"ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTERSTATE,2014,OTHER,1.0,606.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",1.0,0.0,Mixed-Humid,,33.003300330033,GHCND:USC00031596,2014-05,2014-04,19.76,2014-04,15.7
4167,hazardous_liquid,31.4396,-98.14535,2014/05/20,CRUDE OIL,,2.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,,PIPE,,0.0,198.0,0.0,20000.0,27000.0,0.0,CORROSION FAILURE,INTERNAL CORROSION,"A CRUDE OIL RELEASE WAS DISCOVERED BY OPERATIONS PERSONNEL ON 5/20/2014 AT EVANT STATION ON THE AMDEL GARDEN CITY TO NEDERLAND 10"" PIPELINE SYSTEM.  THE PIPELINE SYSTEM WAS SHUT DOWN AND THE STATION PIPING WAS ISOLATED.  INVESTIGATION REVEALED THE RELEAS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,,LEAK,1.0,,> 20% SMYS REGULATED TRANSMISSION,,,0.0,0.0,Hot-Humid,,,GHCND:USR0000TCOL,2014-05,2014-04,22.52,2014-04,19.41
4172,hazardous_liquid,36.64234919,-94.97315750000001,2014/05/14,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,2.5,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,MATERIAL OTHER THAN CARBON STEEL,0.0,150.0,2500.0,57730.0,0.0,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"ON MAY 14, 2014 WHILE IN THE PROCESS OF CONDUCTING MAINTENANCE ALONG THE PIPELINE A RELEASE OF PRODUCT WAS DISCOVERED AT THE VINITA, OK PUMP STATION CONTROL VALVE.  THE RELEASE WAS TOTALLY CONTAINED TO THE PUMP STATION. THE SOURCE OF THE RELEASE WAS IDEN",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,1971,LEAK,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Mixed-Humid,,18.194444444444443,GHCND:USC00349101,2014-05,2014-04,18.74,2014-04,13.55
4176,hazardous_liquid,28.260372,-92.250136,2014/05/12,CRUDE OIL,,0.1,0,0,OFFSHORE,0,0.0,0.0,,,,PIPE,CARBON STEEL,0.0,0.0,1000000.0,0.0,0.0,450000.0,CORROSION FAILURE,EXTERNAL CORROSION,"DURING THE MORNING OF 5/12/2014, A RIG WORKER ON VR-331A NOTICED A SHEEN ON THE WATER COMING FROM THE BOTTOM AT 6:16 AM.  THE PLATFORM CONTINUED TO CONTACT NRC AND SPLC CONTROL ROOM IN ORDER TO SHUTDOWN THE PIPELINE.  A VESSEL WAS IMMIDIATELY CALLED TO C","OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",,INTERSTATE,1989,LEAK,0.0,1440.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,41.66666666666667,GHCND:USC00163313,2014-05,2014-04,22.59,2014-04,19.62
4183,hazardous_liquid,39.369394,-99.80891,2014/05/06,CRUDE OIL,,2.9,0,0,ONSHORE,0,0.0,,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,,PUMP,,0.0,300.0,1317.0,4205.0,6633.0,2500.0,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,THE KAW PIPE LINE COMPANIES HILL CITY POSITIVE DISPLACEMENT INJECTION PUMP PACKING GLAND FAILED. FAILURE WAS DUE TO THE PACKING GLAND RETAINER BROKE RESULTING IN THE LOSS OF PACKING. EMPLOYEES ONSITE FROM ANOTHER COMPANY WITNESSED THE PACKING GLAND FAILU,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTRASTATE,,LEAK,0.0,,> 20% SMYS REGULATED TRANSMISSION,,,0.0,0.0,Cold,,,GHCND:USW00093990,2014-05,2014-04,17.85,2014-04,12.1
4207,hazardous_liquid,35.86561,-98.41103,2014/04/26,CRUDE OIL,,65.0,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,VALVE,CARBON STEEL,0.0,2000.0,33500.0,68000.0,0.0,0.0,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION","APPROXIMATELY 65 BBLS OF CRUDE OIL WERE RELEASED DUE TO A THIRD PARTY AUTOMOBILE ACCIDENT. THE DRIVER LOST CONTROL OF THEIR VEHICLE, DROVE 100 FEET PAST THE EDGE OF THE GRAVEL ROAD, AND HIT PLAINS FENCE LINE CONTAINING AN ABOVEGROUND VALVE AND 2-INCH FIT","ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTRASTATE,1967,OTHER,1.0,720.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Mixed-Humid,,27.777777777777775,GHCND:USC00349370,2014-04,2014-03,14.94,2014-03,7.23
4220,hazardous_liquid,31.718902,-102.21213,2014/04/23,CRUDE OIL,,100.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,TUBING,MATERIAL OTHER THAN CARBON STEEL,0.0,10000.0,100.0,2000.0,25000.0,0.0,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,CONTROL CENTER RECOGNIZED A LINE BALANCE VARIATION AND CALCULATION AROUND 21:12 ON 4/23/2014.  AFTER THE TECHNICIAN ARRIVED ON SITE AT 22:50 IT WAS CONFIRMED THAT THE DISCHARGE STAINLESS STEEL 3/8 INCH TUBING OF THE PD PUMP AT THE STATION HAD FAILED.   T,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2012,LEAK,0.0,720.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Dry,,72.22222222222221,GHCND:USW00023023,2014-04,2014-03,19.37,2014-03,13.54
4222,hazardous_liquid,30.170532,-93.339358,2014/04/22,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,,0.9,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,PUMP,MATERIAL OTHER THAN CARBON STEEL,0.0,120.0,1000.0,1000.0,0.0,0.0,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,"PIPELINE BOOSTER PUMP HAD STARTED PUMPING AND WENT DOWN DUE TO SEAL FAILURE. EMPLOYEE WENT TO INVESTIGATE AND FOUND GASOLINE LEAKING FROM THE SEAL AREA. EMPLOYEE CLOSED TANK VALVE, ESD THE TERMINAL, AND CONTAINED PRODUCT. PRODUCT STAYED WITHIN THE PUMP C",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,1963,LEAK,1.0,150.0,< 20% SMYS REGULATED TRANSMISSION,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,50.0,GHCND:USW00003937,2014-04,2014-03,19.89,2014-03,13.95
4229,hazardous_liquid,32.080668,-103.178983,2014/04/14,CRUDE OIL,,500.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,PUMP,CARBON STEEL,0.0,11000.0,26500.0,87531.0,40000.0,0.0,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,"APPROXIMATELY 500 BBLS OF CRUDE OIL WERE RELEASED AS A RESULT OF FAILED COUPLING ON THE BOOSTER PUMP. THE COUPLING ON THE BOOSTER PUMP CAME APART, WHICH DROPPED THE SHAFT AND OPENED THE SEAL, CAUSING OIL TO RELEASE. OPERATORS, ALONG WITH THE CONTROL CENT",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,"TANK, INCLUDING ATTACHED APPURTENANCES",INTERSTATE,1947,LEAK,0.0,275.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",0.0,0.0,Hot-Dry,,15.636363636363637,GHCND:USW00003047,2014-04,2014-03,19.2,2014-03,13.86
4232,hazardous_liquid,31.718902,-102.21213,2014/04/11,CRUDE OIL,,4.5,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,,PUMP,,0.0,400.0,1500.0,1000.0,500.0,0.0,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,LOCAL ENTERPRISE PIPELINE TECHNICIAN DISCOVERED A LEAKING PUMP SEAL AT THE WILDFIRE STATION STATION AT 08:45.  WHILE INVESTIGATING THE CAUSE OF THE LEAK THE TECHNICIAN DISCOVERED THAT THE PUMP SEAL PACKING HAD FAILED FROM PLUNGER ROD WEAR TO FAILURE.  FU,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,,LEAK,0.0,,> 20% SMYS REGULATED TRANSMISSION,,,0.0,0.0,Hot-Dry,,,GHCND:USW00023023,2014-04,2014-03,19.37,2014-03,13.54
4268,hazardous_liquid,32.874236,-103.3011341,2014/03/19,CRUDE OIL,,2.5,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,,SCRAPER/PIG TRAP,,0.0,600.0,0.0,800.0,1000.0,0.0,OTHER ACCIDENT CAUSE,MISCELLANEOUS,AN HEP PIPELINE TECHNICIAN WAS IN THE PROCESS OF PULLING A PIG FROM THE PIG TRAP AND WAS BLEEDING OFF AIR FROM THE TRAP IN ORDER TO FILL THE TRAP WITH PRODUCT AND WHEN HE WAS READY AND ATTEMPTED TO CLOSE THE MOTOR OPERATED VALVE (MOV) THE VALVE WOULD NOT,"ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTERSTATE,,LEAK,0.0,,> 20% SMYS REGULATED TRANSMISSION,,,0.0,0.0,Hot-Dry,,,GHCND:USC00417074,2014-03,2014-02,9.2,2014-02,5.81
4271,hazardous_liquid,39.252793,-84.68590899999998,2014/03/17,CRUDE OIL,,450.0,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PIPE,CARBON STEEL,2292685.0,770.0,88252.0,2706148.0,2087084.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,"LOCAL EMERGENCY RESPONDER NOTIFIED CONTROL CENTER VIA TELEPHONE ON 3/17/2014 AT 22:40 OF PETROLEUM ODOR IN THE AREA.  LOCAL OPERATING PERSONNEL WERE CONTACTED BY THE CONTROL CENTER AT 22:49, WERE DISPATCHED TO LOCATION TO INVESTIGATE THE ODOR COMPLAINT A","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTERSTATE,1950,LEAK,1.0,936.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",0.0,0.0,Mixed-Humid,,88.78205128205127,GHCND:USC00332651,2014-03,2014-02,3.23,2014-02,-4.11
4273,hazardous_liquid,31.78542,-102.55676,2014/03/16,CRUDE OIL,,1.55,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PIPE,CARBON STEEL,0.0,150.0,2300.0,0.0,2500.0,0.0,CORROSION FAILURE,EXTERNAL CORROSION,AT APPROXIMATELY 4:37PM ON SUNDAY MARCH 16TH THE BARTLESVILLE CONTROL CENTER RECEIVED A REPORT OF OIL ON THE GW-18 (HARPER LINE) RIGHT OF WAY. CONTROL CENTER INFORMED ON-CALL SUPERVISOR WHO DISPATCHED PERSONNEL TO INVESTIGATE.  ON-CALL PERSONNEL RESPONDE,"ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTRASTATE,1966,LEAK,1.0,500.0,< 20% SMYS REGULATED TRANSMISSION,0.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Dry,,10.0,GHCND:USW00003047,2014-03,2014-02,13.86,2014-02,9.49
4291,hazardous_liquid,32.081667,-103.1811111,2014/03/06,CRUDE OIL,,15.0,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,0.0,SUMP,CARBON STEEL,0.0,300.0,42000.0,2500.0,0.0,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"APPROXIMATELY 15 BBLS OF CRUDE OIL WERE RELEASED WHEN THERMAL RELIEF VALVES OPENED AND RELIEVED INTO THE SUMP, CAUSING THE SUMP TO OVERFILL. IT WAS DISCOVERED THAT A 9-VOLT BATTERY IN THE BLOCK VALVE CONTROLS HAD FAILED, WHICH CAUSED A STATUS FAILURE OF",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2007,OVERFILL OR OVERFLOW,0.0,285.0,> 20% SMYS REGULATED TRANSMISSION,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",0.0,0.0,Hot-Dry,,108.07017543859648,GHCND:USW00003047,2014-03,2014-02,13.86,2014-02,9.49
4301,hazardous_liquid,38.501433,-90.298736,2014/02/28,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.0,0.4,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,,VALVE,,0.0,75.0,140.0,0.0,0.0,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"FEBRUARY 28, 2013 AT APP. 14:29 THE MAINLINE ISOLATION VALVE AT MP 672 ON BL-02 EXPERIENCED A STEM PACKING LEAK.  LOCAL PERSONAL WERE CALLED TO RESPOND TO THE SITE AND REPACKED THE VALVE STEM STOPPING THE RELEASE.","ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTERSTATE,,LEAK,1.0,,> 20% SMYS REGULATED TRANSMISSION,,,0.0,0.0,Mixed-Humid,,,GHCND:USW00003960,2014-02,2014-01,-2.87,2014-01,-2.88
4313,hazardous_liquid,41.806608,-83.601248,2014/02/20,CRUDE OIL,,0.9,0,0,ONSHORE,0,0.0,0.0,0.0,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,,SUMP,,0.0,0.0,0.0,1720.0,0.0,0.0,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",ICE COLLECTED IN THE DRAIN LINE FROM THE CONTAINMENT BASIN FOR THE SCRAPER TRAP WHICH PREVENTED ALL PRODUCT FROM DRAINING INTO THE SUMP.  HEAVY RAINS FELL AND DRAINED INTO THE CONTAINMENT BASIN WHICH ALLOWED THE CRUDE OIL TO FLOAT OUT OF THE CONTAINMENT,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,,OVERFILL OR OVERFLOW,0.0,,> 20% SMYS REGULATED TRANSMISSION,,,0.0,0.0,Cold,,,GHCND:USW00004848,2014-02,2014-01,-7.32,2014-01,-7.91
