station_idx,station_id,station_name,station_lat,station_lon,station_el,elevationUnit,mindate,maxdate,datacoverage
9913,GHCND:USC00262394,"DUFURRENA DENIO 22 WSW, NV US",41.8679,-119.0147,1472.2,METERS,1959-01-01,2024-02-29,1.0
9917,GHCND:USC00262570,"ELKO NWS OFFICE, NV US",40.86021,-115.7427,1595.6,METERS,1999-01-01,2024-03-12,1.0
9918,GHCND:USC00262708,"EUREKA, NV US",39.517,-115.9621,1959.9,METERS,1888-04-01,2024-03-13,1.0
9919,GHCND:USC00262780,"FALLON EXPERIMENT STATION, NV US",39.4572,-118.7811,1208.5,METERS,1903-06-01,2024-01-31,1.0
9922,GHCND:USC00263114,"GIBBS RANCH JARBIDGE 24 SE, NV US",41.5697,-115.2111,1816.6,METERS,1952-01-01,2024-03-13,1.0
9923,GHCND:USC00263205,"GLENBROOK, NV US",39.0753,-119.9411,1935.5,METERS,1901-01-01,2023-10-08,1.0
9926,GHCND:USC00263340,"GREAT BASIN NATIONAL PARK, NV US",39.0055,-114.2205,2087.9,METERS,1987-08-01,2024-03-13,1.0
9927,GHCND:USC00263512,"HAWTHORNE, NV US",38.5155,-118.6208,1341.1,METERS,1954-01-01,2024-01-31,1.0
9928,GHCND:USC00263671,"HIKO, NV US",37.5581,-115.2236,1188.7,METERS,1989-01-01,2024-03-13,1.0
9929,GHCND:USC00263957,"IMLAY, NV US",40.6564,-118.1631,1298.4,METERS,1914-03-01,2024-03-12,1.0
9932,GHCND:USC00264016,"JACKPOT, NV US",41.9829,-114.6586,1595.0,METERS,1986-01-01,2024-03-13,1.0
9935,GHCND:USC00264095,"JIGGS 2 NE, NV US",40.44471,-115.65794,1716.0,METERS,1978-10-01,2024-02-23,1.0
9936,GHCND:USC00264236,"KINGS RIVER VALLEY OROVADA 26 NW, NV US",41.7437,-118.2259,1292.4,METERS,1956-11-01,2024-03-13,1.0
9938,GHCND:USC00264341,"LAGES, NV US",40.0634,-114.6148,1816.6,METERS,1984-01-01,2024-03-11,1.0
9939,GHCND:USC00264349,"LAHONTAN DAM, NV US",39.4688,-119.0644,1270.1,METERS,1911-04-01,2023-03-20,1.0
9940,GHCND:USC00264391,"LAMOILLE 2 N, NV US",40.7441,-115.4856,1752.6,METERS,1999-01-01,2024-03-13,1.0
9941,GHCND:USC00264439,"LAS VEGAS WEATHER FORECAST OFFICE, NV US",36.04691,-115.18481,693.4,METERS,1996-09-01,2024-02-29,1.0
9942,GHCND:USC00264480,"LAUGHLIN, NV US",35.1691,-114.5805,184.4,METERS,1988-01-01,2024-03-13,1.0
9944,GHCND:USC00264527,"LEONARD CREEK RANCH DENIO 33 S, NV US",41.5167,-118.7193,1292.0,METERS,1954-12-01,2024-01-31,1.0
9945,GHCND:USC00264698,"LOVELOCK, NV US",40.17,-118.4776,1211.0,METERS,1895-01-01,2023-12-29,1.0
9947,GHCND:USC00264935,"MCDERMITT, NV US",41.99343,-117.71672,1380.1,METERS,1892-01-01,2024-03-13,1.0
9948,GHCND:USC00264950,"MCGILL, NV US",39.41403,-114.77397,1911.1,METERS,1892-01-01,2024-03-13,1.0
9951,GHCND:USC00265168,"MINA, NV US",38.3878,-118.1091,1396.0,METERS,1896-03-01,2024-03-13,1.0
9952,GHCND:USC00265191,"MINDEN, NV US",38.9547,-119.7758,1435.3,METERS,1906-06-01,2024-03-13,1.0
9957,GHCND:USC00265371,"MOORMAN RANCH RUTH 16 WNW, NV US",39.35707,-115.33032,1995.8,METERS,2002-02-01,2024-03-13,1.0
9958,GHCND:USC00265400,"MOUNT CHARLESTON FIRE STATION, NV US",36.25951,-115.64585,2267.7,METERS,1949-01-01,2024-03-13,1.0
9961,GHCND:USC00265818,"OROVADA 3 W, NV US",41.5684,-117.8388,1280.2,METERS,1911-08-01,2024-03-13,1.0
9962,GHCND:USC00265846,"OVERTON, NV US",36.55006,-114.4582,394.4,METERS,1939-05-01,2024-03-07,1.0
9964,GHCND:USC00265890,"PAHRUMP 4 NW, NV US",36.2615,-116.0563,784.3,METERS,1914-03-01,2024-03-13,1.0
9966,GHCND:USC00266242,"PINE VALLEY CARLIN 20 S, NV US",40.4369,-116.119,1577.6,METERS,1982-01-01,2024-03-09,1.0
9968,GHCND:USC00266514,"RACHEL, NV US",37.6467,-115.746,1469.1,METERS,2008-01-01,2024-03-13,1.0
9971,GHCND:USC00266746,"REESE RIVER IONE 13 NE, NV US",39.06264,-117.41343,1960.5,METERS,1972-01-01,2024-01-31,1.0
9972,GHCND:USC00266791,"RENO WEATHER FORECAST OFFICE, NV US",39.5683,-119.7956,1520.0,METERS,1996-05-01,2024-01-31,1.0
9973,GHCND:USC00267123,"RUBY LAKE NWR, NV US",40.2022,-115.4931,1834.6,METERS,1940-01-01,2023-11-01,1.0
9976,GHCND:USC00267192,"RYE PATCH DAM, NV US",40.4661,-118.3047,1260.3,METERS,1935-05-01,2023-12-31,1.0
9977,GHCND:USC00267369,"SEARCHLIGHT, NV US",35.4661,-114.92161,1079.0,METERS,1913-12-01,2024-03-07,1.0
9979,GHCND:USC00267463,"SILVERPEAK, NV US",37.7617,-117.5658,1302.7,METERS,1967-10-01,2024-03-13,1.0
9980,GHCND:USC00267612,"SMITH 6 N, NV US",38.8822,-119.3511,1524.0,METERS,1973-01-01,2023-01-31,1.0
9981,GHCND:USC00267620,"SMOKY VALLEY CARVERS, NV US",38.784,-117.1739,1721.2,METERS,1949-01-01,2024-02-29,1.0
9982,GHCND:USC00267690,"SOUTH FORK STATE RECREATION AREA, NV US",40.6764,-115.7451,1606.3,METERS,1993-01-01,2024-03-11,1.0
9983,GHCND:USC00267691,"SPANISH SPRINGS, NV US",39.6372,-119.7094,1368.2,METERS,2009-03-01,2024-03-13,0.9997
9986,GHCND:USC00267750,"SPRING VALLEY STATE PARK, NV US",38.0405,-114.18,1813.6,METERS,1974-08-01,2024-02-23,1.0
9987,GHCND:USC00267820,"STEAD, NV US",39.6253,-119.8836,1554.8,METERS,1985-01-01,2024-03-09,1.0
9988,GHCND:USC00267908,"SUNNYSIDE LUND 31 S, NV US",38.4231,-115.0226,1614.5,METERS,1891-06-01,2024-02-29,1.0
9989,GHCND:USC00267953,"SUTCLIFFE, NV US",39.9508,-119.5986,1188.7,METERS,1967-01-01,2024-01-31,1.0
9990,GHCND:USC00268160,"TONOPAH, NV US",38.0694,-117.2355,1831.8,METERS,1902-05-01,2024-03-13,0.3998
9991,GHCND:USC00268186,"TOPAZ LAKE, NV US",38.7395,-119.518,1613.0,METERS,1957-01-01,2024-03-07,1.0
9993,GHCND:USC00268588,"VALLEY OF FIRE STATE PARK, NV US",36.4302,-114.514,609.6,METERS,1972-12-01,2024-03-12,1.0
9994,GHCND:USC00268761,"VIRGINIA CITY, NV US",39.3128,-119.6483,1932.4,METERS,1887-12-01,2024-03-13,1.0
9995,GHCND:USC00268822,"WABUSKA 6 SE, NV US",39.0747,-119.1189,1310.6,METERS,1972-06-01,2024-01-31,1.0
9998,GHCND:USC00268988,"WELLS, NV US",41.11697,-114.97871,1723.0,METERS,1895-04-05,2024-03-13,1.0
10001,GHCND:USC00269072,"WILD HORSE RESERVOIR, NV US",41.63585,-115.80179,1901.6,METERS,1982-01-01,2024-02-29,1.0
10002,GHCND:USC00269168,"WINNEMUCCA 3 SSW, NV US",40.9386,-117.7513,1327.4,METERS,1999-01-01,2024-03-13,1.0
10003,GHCND:USC00269229,"YERINGTON, NV US",38.9991,-119.1575,1335.0,METERS,1894-03-01,2024-03-13,1.0
10005,GHCND:USR0000NALL,"ALLIGATOR RIDGE NEVADA, NV US",39.7369,-115.5181,1999.5,METERS,1989-07-01,2024-02-06,0.9999
10006,GHCND:USR0000NANT,"ANTELOPE LAKE NEVADA, NV US",41.6847,-116.7644,1664.2,METERS,1990-06-01,2024-02-06,1.0
10007,GHCND:USR0000NAUS,"AUSTIN NEVADA, NV US",39.5031,-117.0814,1912.6,METERS,2002-09-01,2024-02-06,1.0
10009,GHCND:USR0000NBAR,"BARREL SPRINGS NEVADA, NV US",41.9111,-119.9389,1778.5,METERS,1991-10-01,2024-02-06,1.0
10010,GHCND:USR0000NBEA,"BEACON LIGHT NEVADA, NV US",40.5583,-116.7583,1463.0,METERS,1989-10-01,2024-02-06,1.0
10011,GHCND:USR0000NBLU,"BLUEWING MOUNTAIN NEVADA, NV US",40.5017,-119.1217,1392.9,METERS,1986-07-01,2024-02-06,0.9999
10013,GHCND:USR0000NBUF,"BUFFALO CREEK NEVADA, NV US",40.5819,-119.79,851.6,METERS,1991-10-01,2024-02-06,1.0
10014,GHCND:USR0000NCAT,"CATNIP MOUNTAIN NEVADA, NV US",41.92,-119.495,1749.6,METERS,1985-08-01,2024-02-06,1.0
10015,GHCND:USR0000NCCP,"CATTLE CAMP NEVADA, NV US",38.9036,-114.8142,2225.0,METERS,1994-02-01,2024-02-06,1.0
10016,GHCND:USR0000NCED,"CEDAR PASS NEVADA, NV US",39.7569,-114.1658,2190.0,METERS,1989-07-01,2024-02-06,0.9999
10017,GHCND:USR0000NCOI,"COILS CREEK NEVADA, NV US",39.8333,-116.4917,2072.6,METERS,1989-10-01,2024-02-06,0.9969
10018,GHCND:USR0000NCOM,"COMBS CANYON NEVADA, NV US",39.3814,-116.175,2008.6,METERS,1986-09-01,2024-02-06,1.0
10019,GHCND:USR0000NCRA,"CRANE SPRINGS NEVADA, NV US",40.4597,-115.85,1950.7,METERS,1997-04-01,2024-02-06,1.0
10020,GHCND:USR0000NCUR,"CURRANT CREEK NEVADA, NV US",38.7586,-115.4128,1700.8,METERS,1989-07-01,2024-02-06,0.9999
10021,GHCND:USR0000NCYW,"COYOTE WASH NEVADA, NV US",38.2833,-114.7583,1743.5,METERS,1986-10-01,2024-02-06,1.0
10022,GHCND:USR0000NDEA,"DEAD CAMEL MOUNTAIN NEVADA, NV US",39.2636,-118.9433,1368.6,METERS,1987-03-01,2024-02-06,0.9913
10023,GHCND:USR0000NDES,"DESATOYA MOUNTAIN NEVADA, NV US",39.3011,-117.5844,1889.8,METERS,1986-09-01,2024-02-06,1.0
10025,GHCND:USR0000NDRY,"DRY CANYON NEVADA, NV US",41.4917,-119.1167,1493.5,METERS,1986-07-01,2024-02-06,0.9999
10026,GHCND:USR0000NDSS,"DESERT SPRINGS NEVADA, NV US",39.6725,-119.77,1609.3,METERS,1986-07-01,2024-02-06,0.8096
10028,GHCND:USR0000NFIS,"FISH SPRINGS NEVADA, NV US",38.9361,-119.6519,1560.6,METERS,1986-07-01,2024-02-06,0.9299
10029,GHCND:USR0000NFOX,"FOX MOUNTAIN NEVADA, NV US",41.0061,-119.5681,2100.1,METERS,1989-07-01,2024-02-06,0.9999
10030,GHCND:USR0000NGAL,"GALENA NEVADA, NV US",39.3817,-119.815,1524.0,METERS,2001-08-01,2024-02-06,1.0
10031,GHCND:USR0000NIMM,"IMMIGRATION WASH NEVADA, NV US",37.9214,-114.1597,1898.9,METERS,1990-06-01,2024-02-06,1.0
10032,GHCND:USR0000NJUN,"JUNIPER SPRINGS NEVADA, NV US",41.0819,-119.7772,1630.1,METERS,1991-10-01,2024-02-06,1.0
10033,GHCND:USR0000NKAN,"KANE SPRINGS NEVADA, NV US",37.2506,-114.7075,1399.0,METERS,1986-11-01,2024-02-06,1.0
10034,GHCND:USR0000NKYL,"KYLE CANYON NEVADA, NV US",36.2667,-115.6,2194.6,METERS,1998-05-01,2024-02-06,0.9952
10035,GHCND:USR0000NLIT,"LITTLE VALLEY NEVADA, NV US",39.2444,-119.8808,1923.3,METERS,2002-11-01,2024-02-06,1.0
10036,GHCND:USR0000NLON,"LONG HOLLOW NEVADA, NV US",41.5386,-116.2175,1773.9,METERS,1986-09-01,2024-02-06,1.0
10037,GHCND:USR0000NMAT,"MATHER NEVADA, NV US",39.0228,-114.2722,2824.9,METERS,1998-06-01,2024-02-06,0.9672
10038,GHCND:USR0000NMOR,"MOREY CREEK NEVADA, NV US",41.4558,-117.6333,1676.4,METERS,1986-07-01,2024-02-06,0.9999
10039,GHCND:USR0000NMOU,"MOUNTAIN SPRINGS NEVADA, NV US",36.0306,-115.5167,1706.9,METERS,1998-05-01,2024-02-06,0.9766
10041,GHCND:USR0000NPAN,"PANCAKE NEVADA, NV US",38.3036,-116.1925,1585.0,METERS,1986-09-01,2024-02-06,1.0
10042,GHCND:USR0000NREB,"RED BUTTE NEVADA, NV US",39.9833,-117.3167,1539.2,METERS,1989-10-01,2024-02-06,1.0
10043,GHCND:USR0000NRER,"RED ROCK NEVADA, NV US",36.1353,-115.4272,1146.0,METERS,1990-06-01,2024-02-06,1.0
10044,GHCND:USR0000NROC,"ROCK SPRING CREEK NEVADA, NV US",41.6431,-114.4375,1645.9,METERS,1990-06-01,2024-02-06,1.0
10045,GHCND:USR0000NRUB,"RUBY LAKE NWR NEVADA, NV US",40.1731,-115.4855,1819.7,METERS,2002-06-01,2024-02-06,0.9879
10046,GHCND:USR0000NSIA,"SIARD NEVADA, NV US",40.3944,-117.625,1402.1,METERS,1986-07-01,2024-02-06,0.9999
10047,GHCND:USR0000NSPG,"SPRING GULCH NEVADA, NV US",40.5931,-114.2028,1667.3,METERS,1990-06-01,2024-02-06,1.0
10048,GHCND:USR0000NSPM,"SPRUCE MOUNTAIN NEVADA, NV US",40.4403,-114.8111,1859.3,METERS,1986-09-01,2024-02-06,1.0
10049,GHCND:USR0000NSTA,"STAG MOUNTAIN NEVADA, NV US",41.5178,-115.3928,2069.6,METERS,1997-10-01,2024-02-06,1.0
10050,GHCND:USR0000NTEX,"TEXAS SPRINGS NEVADA, NV US",41.8017,-118.4508,1755.6,METERS,1989-07-01,2024-02-06,0.9999
10053,GHCND:USS0014K02S,"BERRY CREEK, NV US",39.32,-114.62,2773.7,METERS,1980-07-01,2024-03-08,1.0
10054,GHCND:USS0014K05S,"WARD MOUNTAIN, NV US",39.13,-114.96,2804.2,METERS,1980-07-01,2024-03-08,1.0
10060,GHCND:USS0015H01S,"BEAR CREEK, NV US",41.83,-115.45,2450.6,METERS,1978-09-30,2024-03-08,1.0
10061,GHCND:USS0015H03S,"SEVENTYSIX CREEK, NV US",41.74,-115.47,2164.1,METERS,1978-09-30,2024-03-08,1.0
10062,GHCND:USS0015H04S,"BIG BEND, NV US",41.76,-115.69,2042.2,METERS,1978-09-30,2024-03-08,1.0
10063,GHCND:USS0015H09S,"TAYLOR CANYON, NV US",41.23,-116.03,1889.8,METERS,1980-05-01,2024-03-08,1.0
10064,GHCND:USS0015H14S,"POLE CREEK RANGER STATION, NV US",41.87,-115.25,2539.0,METERS,1980-07-23,2024-03-08,1.0
10067,GHCND:USS0015H24S,"DRAW CREEK, NV US",41.66,-115.32,2194.6,METERS,1983-08-01,2024-03-08,1.0
10068,GHCND:USS0015J01S,"DORSEY BASIN, NV US",40.89,-115.2,2468.9,METERS,1978-09-30,2024-03-08,1.0
10069,GHCND:USS0015J06S,"LAMOILLE NUMBER 3, NV US",40.65,-115.38,2347.0,METERS,1980-07-01,2024-03-08,1.0
10070,GHCND:USS0015J09S,"GREEN MOUNTAIN, NV US",40.38,-115.53,2438.4,METERS,1979-08-03,2024-03-08,1.0
10071,GHCND:USS0015J12S,"CORRAL CANYON, NV US",40.28,-115.53,2590.8,METERS,1978-09-30,2024-03-08,1.0
10072,GHCND:USS0015J15S,"HOLE IN MOUNTAIN, NV US",40.94,-115.1,2407.9,METERS,1980-07-01,2024-03-08,0.9671
10074,GHCND:USS0015K03S,"DIAMOND PEAK, NV US",39.56,-115.84,2448.5,METERS,1983-09-30,2024-03-08,1.0
10078,GHCND:USS0015N09S,"BRISTLECONE TRAIL, NV US",36.32,-115.7,2736.8,METERS,2008-06-01,2024-03-08,1.0
10079,GHCND:USS0015N10S,"LEE CANYON, NV US",36.31,-115.68,2629.2,METERS,2008-06-01,2024-03-08,1.0
10080,GHCND:USS0015N11S,"RAINBOW CANYON, NV US",36.25,-115.63,2414.0,METERS,2008-06-01,2024-03-08,1.0
10084,GHCND:USS0016H02S,"JACK CREEK UPPER, NV US",41.55,-116.01,2209.8,METERS,1978-09-30,2024-03-08,1.0
10086,GHCND:USS0016H04S,"JACKS PEAK, NV US",41.53,-116.01,2566.4,METERS,1981-08-01,2024-03-01,1.0
10087,GHCND:USS0016H05S,"LAUREL DRAW, NV US",41.78,-116.03,2041.2,METERS,1979-08-01,2024-03-08,1.0
10089,GHCND:USS0016H07S,"TOE JAM, NV US",41.32,-116.34,2347.0,METERS,2009-07-01,2024-03-08,1.0
10090,GHCND:USS0016H08S,"FAWN CREEK, NV US",41.82,-116.1,2133.6,METERS,1980-07-01,2024-03-08,1.0
10092,GHCND:USS0016J01S,"LEWIS PEAK, NV US",40.36,-116.86,2255.5,METERS,2000-08-01,2024-03-08,1.0
10093,GHCND:USS0017H02S,"BUCKSKIN LOWER, NV US",41.75,-117.53,2107.7,METERS,1980-06-01,2024-03-08,1.0
10094,GHCND:USS0017H07S,"LAMANCE CREEK, NV US",41.52,-117.63,1828.8,METERS,1980-06-01,2024-03-08,1.0
10095,GHCND:USS0017H08S,"GRANITE PEAK, NV US",41.67,-117.57,2603.9,METERS,1980-07-01,2024-03-08,1.0
10097,GHCND:USS0017K04S,"BIG CREEK SUM, NV US",39.29,-117.11,2650.2,METERS,1980-08-01,2024-03-08,1.0
10098,GHCND:USS0018H01S,"DISASTER PEAK, NV US",41.97,-118.19,1981.2,METERS,1980-07-31,2024-03-08,1.0
10100,GHCND:USS0019K04S,"MARLETTE LAKE, NV US",39.16,-119.9,2401.8,METERS,1978-09-30,2024-03-08,1.0
10101,GHCND:USS0019K07S,"MOUNT ROSE SKI AREA, NV US",39.32,-119.89,2682.5,METERS,1980-06-01,2024-03-01,1.0
10102,GHCND:USS0019K08S,"BIG MEADOW, NV US",39.46,-119.94,2514.3,METERS,1983-09-30,2024-03-08,1.0
10104,GHCND:USW00003160,"DESERT ROCK AIRPORT, NV US",36.6206,-116.0278,984.5,METERS,1978-05-01,2024-03-13,1.0
10105,GHCND:USW00003170,"EUREKA AIRPORT, NV US",39.6013,-116.0055,1809.3,METERS,1997-08-01,2024-03-14,1.0
10106,GHCND:USW00004139,"DENIO 52 WSW, NV US",41.8484,-119.6357,1981.2,METERS,2008-06-01,2024-03-13,1.0
10108,GHCND:USW00023153,"TONOPAH AIRPORT, NV US",38.05049,-117.09063,1645.7,METERS,1954-01-01,2024-03-13,1.0
10109,GHCND:USW00023154,"ELY AIRPORT, NV US",39.29537,-114.84666,1904.9,METERS,1888-04-01,2024-03-14,1.0
10110,GHCND:USW00023169,"MCCARRAN INTERNATIONAL AIRPORT, NV US",36.0719,-115.16343,662.8,METERS,1948-01-01,2024-03-14,1.0
10111,GHCND:USW00023185,"RENO AIRPORT, NV US",39.50769,-119.76829,1342.5,METERS,1937-01-01,2024-03-14,1.0
10113,GHCND:USW00024121,"ELKO REGIONAL AIRPORT, NV US",40.82402,-115.78635,1540.5,METERS,1888-01-01,2024-03-13,1.0
10114,GHCND:USW00024128,"WINNEMUCCA AIRPORT, NV US",40.90178,-117.80812,1310.6,METERS,1877-07-01,2024-03-14,1.0
10115,GHCND:USW00024172,"LOVELOCK DERBY FIELD AIRPORT, NV US",40.06843,-118.57018,1189.5,METERS,1948-01-01,2024-03-13,1.0
10116,GHCND:USW00053123,"LAS VEGAS AIR TERMINAL, NV US",36.21205,-115.19394,667.4,METERS,2000-10-01,2024-03-13,1.0
10118,GHCND:USW00053136,"MERCURY 3 SSW, NV US",36.624,-116.0225,1001.0,METERS,2004-03-01,2024-03-13,1.0
10119,GHCND:USW00053138,"BAKER 5 W, NV US",39.0118,-114.209,2016.9,METERS,2004-05-01,2024-03-13,1.0
10121,GHCND:USW00093102,"FALLON NAAS, NV US",39.41667,-118.71667,1199.1,METERS,1945-01-01,2024-03-12,1.0
10165,GHCND:USC00270690,"BERLIN, NH US",44.4535,-71.18552,280.4,METERS,1886-01-01,2024-03-13,1.0
10168,GHCND:USC00270913,"BRADFORD 2, NH US",43.25886,-72.0021,248.4,METERS,1998-01-01,2024-03-03,1.0
10170,GHCND:USC00271647,"COLEBROOK 3 SW, NH US",44.86102,-71.53921,341.4,METERS,1960-01-01,2024-03-12,1.0
10172,GHCND:USC00272174,"DURHAM, NH US",43.14192,-70.95004,23.2,METERS,1893-01-01,2024-01-03,1.0
10173,GHCND:USC00272302,"EAST MILFORD, NH US",42.8266,-71.626,73.2,METERS,2008-01-01,2024-03-13,1.0
10175,GHCND:USC00272800,"EPPING, NH US",43.03043,-71.08337,46.9,METERS,1963-12-01,2024-03-13,1.0
10178,GHCND:USC00272999,"FIRST CONNECTICUT LAKE, NH US",45.0899,-71.2906,502.9,METERS,1918-01-01,2024-03-13,1.0
10181,GHCND:USC00273182,"FRANKLIN FALLS DAM, NH US",43.4703,-71.6537,137.2,METERS,1948-06-01,2024-03-12,1.0
10186,GHCND:USC00273626,"GREENLAND, NH US",43.021,-70.8257,29.0,METERS,1973-01-01,2024-03-01,1.0
10187,GHCND:USC00273658,"GREENVILLE 1 NNE, NH US",42.78273,-71.79853,274.3,METERS,1992-05-01,2024-03-13,1.0
10189,GHCND:USC00273850,"HANOVER, NH US",43.7052,-72.2855,178.0,METERS,1884-11-01,2024-03-13,1.0
10194,GHCND:USC00274234,"HUDSON 1 SSE, NH US",42.783,-71.4148,56.4,METERS,1948-06-01,2024-03-13,1.0
10196,GHCND:USC00274329,"JEFFERSON, NH US",44.4169,-71.5008,376.4,METERS,1963-01-01,2024-03-13,1.0
10197,GHCND:USC00274399,"KEENE, NH US",42.939,-72.3247,155.8,METERS,1893-01-01,2024-03-13,1.0
10198,GHCND:USC00274480,"LAKEPORT 2, NH US",43.54914,-71.46456,152.4,METERS,1926-09-01,2024-03-13,1.0
10201,GHCND:USC00275013,"EDWARD MACDOWELL LAKE, NH US",42.8941,-71.9842,295.7,METERS,1950-01-01,2024-03-12,1.0
10203,GHCND:USC00275211,"MASSABESIC LAKE, NH US",42.9891,-71.3932,77.1,METERS,1942-01-01,2024-03-13,1.0
10207,GHCND:USC00275712,"NASHUA 2 NNW, NH US",42.7913,-71.4735,41.1,METERS,1885-08-01,2024-01-31,1.0
10210,GHCND:USC00275868,"NEWPORT, NH US",43.3772,-72.1812,234.7,METERS,1928-11-01,2024-03-11,1.0
10211,GHCND:USC00275995,"NORTH CONWAY, NH US",44.0562,-71.1297,159.1,METERS,1974-03-01,2024-03-11,1.0
10212,GHCND:USC00276070,"NORTH HAMPTON, NH US",42.9588,-70.8227,18.3,METERS,2003-09-01,2023-12-31,1.0
10216,GHCND:USC00276550,"OTTER BROOK LAKE, NH US",42.9453,-72.237,207.3,METERS,1958-01-01,2024-03-13,1.0
10217,GHCND:USC00276818,"PINKHAM NOTCH, NH US",44.258,-71.2525,617.2,METERS,1930-01-01,2024-03-13,1.0
10218,GHCND:USC00276856,"PITTSBURG RESERVOIR, NH US",45.04692,-71.383,405.4,METERS,1948-06-01,2024-03-13,0.0734
10220,GHCND:USC00277833,"SALISBURY, NH US",43.3544,-71.7363,167.6,METERS,1996-01-01,2024-03-13,1.0
10221,GHCND:USC00278539,"SURRY MOUNTAIN LAKE, NH US",42.99666,-72.31275,170.7,METERS,1948-06-01,2024-03-07,1.0
10222,GHCND:USC00278614,"TAMWORTH 4, NH US",43.86434,-71.26628,164.9,METERS,2000-01-01,2024-03-14,1.0
10227,GHCND:USC00279091,"WENTWORTH, NH US",43.86687,-71.91652,199.0,METERS,1944-01-01,2024-01-24,1.0
10228,GHCND:USC00279278,"WEST HAMPSTEAD, NH US",42.91083,-71.20205,87.8,METERS,2006-01-01,2024-03-13,1.0
10229,GHCND:USC00279966,"YORK POND, NH US",44.50673,-71.33357,463.0,METERS,1931-01-01,2024-01-31,1.0
10230,GHCND:USR0000NWMT,"WHITE MOUNTAIN NF NEW HAMPSHIR, NH US",43.9806,-71.1406,140.2,METERS,2003-03-01,2024-02-06,0.987
10231,GHCND:USW00014710,"MANCHESTER AIRPORT, NH US",42.92963,-71.43559,69.8,METERS,1948-06-01,2024-03-13,1.0
10232,GHCND:USW00014745,"CONCORD MUNICIPAL AIRPORT, NH US",43.20488,-71.50257,103.1,METERS,1939-04-01,2024-03-14,1.0
10233,GHCND:USW00014755,"MOUNT WASHINGTON, NH US",44.27018,-71.30336,1911.7,METERS,1948-01-01,2024-03-13,1.0
10234,GHCND:USW00054728,"WHITEFIELD MOUNT WASHINGTON REGIONAL AIRPORT, NH US",44.36594,-71.55217,319.3,METERS,1996-07-01,2024-03-13,1.0
10235,GHCND:USW00054770,"JAFFREY MUNICIPAL AIRPORT SILVER RANCH, NH US",42.80667,-72.00126,308.4,METERS,1993-01-01,2024-03-12,1.0
10236,GHCND:USW00054791,"ROCHESTER SKYHAVEN AIRPORT, NH US",43.27938,-70.92427,100.2,METERS,2000-01-01,2024-03-13,1.0
10237,GHCND:USW00054794,"DURHAM 2 N, NH US",43.1716,-70.9277,36.3,METERS,2001-12-01,2024-03-13,1.0
10238,GHCND:USW00054795,"DURHAM 2 SSW, NH US",43.1092,-70.9484,19.2,METERS,2001-12-01,2024-03-13,1.0
10239,GHCND:USW00094700,"BERLIN REGIONAL AIRPORT, NH US",44.57604,-71.1782,342.3,METERS,1996-07-01,2024-03-13,1.0
10240,GHCND:USW00094765,"LEBANON MUNICIPAL AIRPORT, NH US",43.62707,-72.30537,168.9,METERS,1962-01-01,2024-03-13,1.0
10277,GHCND:USC00280734,"BELVIDERE BRIDGE, NJ US",40.82915,-75.08339,80.2,METERS,1982-01-01,2024-03-13,1.0
10278,GHCND:USC00280907,"BOONTON 1 SE, NJ US",40.89174,-74.39635,85.3,METERS,1893-01-01,2024-03-13,1.0
10281,GHCND:USC00281335,"CANOE BROOK, NJ US",40.7436,-74.3539,54.9,METERS,1931-01-01,2024-01-31,1.0
10283,GHCND:USC00281351,"CAPE MAY 2 NW, NJ US",38.95341,-74.93611,6.1,METERS,1894-01-01,2024-02-23,1.0
10284,GHCND:USC00281582,"CHARLOTTEBURG RESERVOIR, NJ US",41.02996,-74.42477,237.1,METERS,1893-04-01,2024-03-13,1.0
10287,GHCND:USC00282805,"ESTELL MANOR, NJ US",39.38293,-74.82932,25.9,METERS,1965-01-01,2024-03-13,1.0
10288,GHCND:USC00283029,"FLEMINGTON 5 NNW, NJ US",40.57404,-74.88158,80.8,METERS,1898-03-01,2024-03-13,1.0
10289,GHCND:USC00283181,"FREEHOLD MARLBORO, NJ US",40.31358,-74.25106,59.1,METERS,1893-01-01,2024-03-13,1.0
10291,GHCND:USC00283662,"HAMMONTON 1 NE, NJ US",39.64415,-74.80478,38.1,METERS,1893-01-01,2024-03-13,1.0
10292,GHCND:USC00283704,"HARRISON, NJ US",40.7481,-74.152,7.3,METERS,1997-01-01,2024-03-14,1.0
10294,GHCND:USC00283951,"HIGHTSTOWN 2 W, NJ US",40.26639,-74.56417,30.5,METERS,1893-01-01,2024-03-10,1.0
10295,GHCND:USC00284229,"INDIAN MILLS 2 W, NJ US",39.79952,-74.78042,30.5,METERS,1901-05-01,2024-01-31,1.0
10296,GHCND:USC00284635,"LAMBERTVILLE, NJ US",40.35958,-74.94461,20.7,METERS,1931-01-01,2024-03-13,1.0
10298,GHCND:USC00284987,"LONG BRANCH OAKHURST, NJ US",40.29698,-74.00153,9.1,METERS,1907-11-01,2024-03-13,1.0
10300,GHCND:USC00285243,"MARGATE, NJ US",39.33768,-74.50366,4.9,METERS,1995-07-25,2024-03-13,0.9338
10301,GHCND:USC00285346,"MAYS LANDING 1 W, NJ US",39.45044,-74.74723,8.5,METERS,1944-08-01,2024-03-13,0.9756
10303,GHCND:USC00285728,"MOORESTOWN 4 E, NJ US",39.96834,-74.86499,10.1,METERS,1893-01-01,2024-03-13,1.0
